,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,
2013 TAB Data Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,,
Date,Vacuum Truck Number,Unit,Vacuum Truck Movement Description1,Vacuum Truck Material Description,Off-Load Site/Waste Destination,"Controlled
(YES/NO)",Destination Benzene Control Description ,"Double Count 
(YES/NO)1","Count in BQ 
(YES/NO)",Total Waste Quantity (BBLS),Total Waste Quantity (Gals),Vac Truck Log Water Content,Water (%)3,Aqu. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)",Waste Quantity (Kg),Benzene Quantity (Kg),Organic (%),Org. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)","Waste Quantity 
(Kg)","Benzene Quantity 
(Kg)","Greater than 10% Water
(YES/NO)4","Total Waste Quantity 
(Mg/yr)","FWA Benzene Conc. 
(ppm)","TOTAL Benzene Quantity 
(Mg/yr)","Benzene Quantity NO Double Counts
(Mg/yr)",6BQ Quantity (Mg/yr),Notes,Aqueous Flow (Total Gallons)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2014,307163,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,60,"2,520",99%,90.0%,1.,16.1,T-101 Underground Storage Tank Aqueous,YES,"8,578",0.14,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,820,0.94,YES,9.4,114.50,<0.001,-,-,,
01/05/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,sump 2,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,90.0%,1.,1.59,All Groundwater,YES,"1,430",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,124,0.66,YES,1.55,428.65,<0.001,<0.001,-,,
01/05/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,monitor wells,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,99.0%,1.,1.59,All Groundwater,YES,"3,145",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,25,0.13,YES,3.17,43.45,<0.001,<0.001,-,,
01/05/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,sump4,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,90.0%,1.,1.59,All Groundwater,YES,"1,430",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,124,0.66,YES,1.55,428.65,<0.001,<0.001,-,,
01/05/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,90.0%,1.,1.59,All Groundwater,YES,"4,289",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,372,1.99,YES,4.66,428.65,<0.001,<0.001,-,,
01/05/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,monitor wells,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,99.0%,1.,1.59,All Groundwater,YES,"3,145",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,25,0.13,YES,3.17,43.45,<0.001,<0.001,-,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),CENTRIFUGE CONCRETE PAD ,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,>90%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,430",0.02,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,129,0.19,YES,1.56,134.18,<0.001,<0.001,<0.001,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),TANKS SECONDARY CONTAINMENTS-ENVIRONMENTAL,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,12,504,99%,99.0%,1.,-0-,Stormwater,NO,"1,887",-0-,1%,0.85,0.03,Stormwater,NO,16,<0.01,YES,1.9,<0.001,<0.001,<0.001,<0.001,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,"1,573",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,14,<0.01,YES,1.59,0.01,<0.001,<0.001,<0.001,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Prooper Pit,YES,"1,101",<0.01,1%,0.85,0.63,Prooper Pit,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),CENTRIFUGE CONCRETE PAD RINSE DOWN,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,145",0.03,1%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,26,0.04,YES,3.17,22.66,<0.001,<0.001,<0.001,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,033",0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"7,574",11.36,YES,8.61,"1,321.30",0.01,0.01,-,,
01/06/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/06/2014,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,10,420,99%,99.0%,1.,24.,Crude,NO,"1,573",0.04,1%,0.79,"2,400.",Crude,NO,13,0.03,YES,1.59,42.81,<0.001,-,-,,
01/06/2014,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,70,"2,940",99%,95.5%,1.,24.,Crude,NO,"10,620",0.25,5%,0.79,"2,400.",Crude,NO,395,0.95,YES,11.01,109.27,<0.001,<0.001,-,,
01/06/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,monitor wells,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,25,"1,050",99%,99.0%,1.,1.59,All Groundwater,YES,"3,932",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,31,0.17,YES,3.96,43.45,<0.001,<0.001,-,,
01/06/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,sump4,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,90.0%,1.,1.59,All Groundwater,YES,"1,430",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,124,0.66,YES,1.55,428.65,<0.001,<0.001,-,,
01/06/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,90.0%,1.,1.59,All Groundwater,YES,"2,859",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,248,1.33,YES,3.11,428.65,<0.001,<0.001,-,,
01/06/2014,307162,METRO,recovery system,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,1.59,All Groundwater,YES,"2,359",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,19,0.1,YES,2.38,43.45,<0.001,<0.001,<0.001,,
01/06/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,red dragon,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,20,840,99%,99.0%,1.,1.59,All Groundwater,YES,"3,145",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,25,0.13,YES,3.17,43.45,<0.001,<0.001,<0.001,,
01/06/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,25,"1,050",99%,90.0%,1.,1.59,All Groundwater,YES,"3,574",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,310,1.66,YES,3.88,428.65,<0.001,<0.001,-,,
01/07/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,4.17,sludge processing,NO,"2,359",<0.01,1%,1.07,417.,sludge processing,NO,25,0.01,YES,2.38,8.58,<0.001,<0.001,<0.001,,
01/07/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO,VAC PAD,NO,YES,25,"1,050",<10%,10.0%,1.,4.17,sludge processing,NO,397,<0.01,90%,1.07,417.,sludge processing,NO,"3,824",1.59,YES,4.22,378.16,<0.001,<0.001,<0.001,,
01/07/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO,VAC PAD,NO,YES,25,"1,050",<10%,10.0%,1.,4.17,sludge processing,NO,397,<0.01,90%,1.07,417.,sludge processing,NO,"3,824",1.59,YES,4.22,378.16,<0.001,<0.001,<0.001,,
01/07/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,11,462,99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"1,730",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,15,<0.01,YES,1.74,0.01,<0.001,<0.001,<0.001,,
01/07/2014,307167,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 -RAIL ROAD LOAD ARMS/ METER PROVING ,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,25,"1,050",<10%,5.0%,1.,110.13,Post-GBR Gasoline,NO,199,0.02,95.0%,0.75,"11,012.5",Post-GBR Gasoline,NO,"2,830",31.16,NO,3.03,"10,297.59",0.03,0.03,-,,
01/07/2014,307167,PLANT 2 - UNIT 410 - #2 OMD LOADING RACKS,"PLANT 2 - LOADING BAYS 2,3,& 4 /METER PROVING",ETHANOL,PLANT 2 - ETHANOL UNLOADING RACK,YES,Plant 2,NO,NO,320,"13,440",<10%,5.0%,1.,-0-,Ethanol,NO,"2,542",-0-,95%,0.79,-0-,Ethanol,NO,"38,151",-0-,NO,40.69,-0.00-,-0.00-,-0.00-,-,,
01/07/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,60,"2,520",99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"9,436",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,81,<0.01,YES,9.52,0.01,<0.001,<0.001,<0.001,,
01/07/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SOLIDS AND WATER,PLANT 1 - TANK 29,NO,VAC PAD,NO,YES,35,"1,470",99%,99.0%,1.,0.42,Sludge,NO,"5,504",<0.01,1%,0.96,42.,Sludge,NO,53,<0.01,YES,5.56,0.82,<0.001,<0.001,<0.001,,
01/07/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SOLIDS AND WATER,PLANT 1 - TANK 29,NO,VAC PAD,NO,YES,25,"1,050",10-30%,10.0%,1.,0.42,Sludge,NO,397,<0.01,90%,0.96,42.,Sludge,NO,"3,431",0.14,YES,3.83,37.69,<0.001,<0.001,<0.001,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SURGE BASIN,SOLIDS AND WATER,PLANT 1 - TANK 29,NO,VAC PAD,NO,YES,25,"1,050",99%,99.0%,1.,0.42,Sludge,NO,"3,932",<0.01,1%,0.96,42.,Sludge,NO,38,<0.01,YES,3.97,0.82,<0.001,<0.001,<0.001,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SOLIDS,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/08/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SOLIDS,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/08/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,monitors wells,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,99.0%,1.,1.59,All Groundwater,YES,"1,573",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,12,0.07,YES,1.59,43.45,<0.001,<0.001,-,,
01/08/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,sump 4,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,90.0%,1.,1.59,All Groundwater,YES,"1,430",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,124,0.66,YES,1.55,428.65,<0.001,<0.001,-,,
01/08/2014,307162,METRO,recovery systems,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,99.0%,1.,1.59,All Groundwater,YES,"3,932",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,31,0.17,YES,3.96,43.45,<0.001,<0.001,<0.001,,
01/08/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,well R22R,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,"1,260",>90%,99.0%,1.,1.59,All Groundwater,YES,"4,718",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,37,0.2,YES,4.76,43.45,<0.001,<0.001,<0.001,,
01/08/2014,307162,paper mill,recovery tank,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,1.59,All Groundwater,YES,"1,573",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,12,0.07,YES,1.59,43.45,<0.001,<0.001,<0.001,,
01/08/2014,307163,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,53,"2,226",99%,90.0%,1.,16.1,T-101 Underground Storage Tank Aqueous,YES,"7,577",0.12,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,724,0.83,YES,8.3,114.50,<0.001,-,-,,
01/08/2014,307167,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 - RAIL ROAD RACK/METER PROVING,DIESEL AND GAS,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,15,630,99%,99.0%,1.,110.13,Post-GBR Gasoline,NO,"2,359",0.26,1%,0.75,"11,012.5",Post-GBR Gasoline,NO,18,0.2,NO,2.38,192.10,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/09/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,90.0%,1.,1.59,All Groundwater,YES,"1,430",<0.01,10%,0.78,"5,350.",Remediation Oil,YES,124,0.66,YES,1.55,428.65,<0.001,<0.001,-,,
01/09/2014,307162,PLANT 1 - NORTH OF THE FENCELINE,well 20R,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,55,"2,310",>90%,99.0%,1.,1.59,All Groundwater,YES,"8,650",0.01,1%,0.78,"5,350.",Remediation Oil,YES,68,0.37,YES,8.72,43.45,<0.001,<0.001,<0.001,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,777,1.17,YES,9.36,134.18,<0.001,<0.001,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,55,"2,310",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"7,863",0.08,10%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,712,1.07,YES,8.58,134.18,<0.001,<0.001,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,4.59,TK-4507 Waste Water Tank,NO,786,<0.01,1%,0.85,573.33,TK-4507 Waste Water Tank,NO,7,<0.01,YES,0.79,9.43,<0.001,<0.001,<0.001,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS ENVIRONMENTAL,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,20,840,99%,99.0%,1.,-0-,Stormwater,NO,"3,145",-0-,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
01/10/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,500.",TK-4516 Slop Oil Tank,YES,"6,991",10.49,YES,7.94,"1,321.30",0.01,0.01,-,,
