10/01/2012,LV-2,PLANT 1 - STORMWATER,PLANT 1 - MAIN GATE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.9%,1,<0.01,Stormwater,NO,1587,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2004 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.9%,1,<0.01,Stormwater,NO,1587,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 035 - FLUID CATALYTIC CRACKER,PLANT 1 - X240 DRAIN EXCAVATION,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,3,126,99%,99.0%,1,0.35,Condensate,NO,472,<0.01,1%,0.96,35,Condensate,NO,5,<0.01,YES,0.48,0.68,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.9%,1,<0.01,Stormwater,NO,793,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,4,168,99%,99.9%,1,<0.01,Stormwater,NO,635,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,0.64,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - HEAVY OIL,PLANT 1 - TANK 86/87 CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.9%,1,<0.01,Stormwater,NO,1587,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - HEAVY OIL,PLANT 1 - TANK 86/87 PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.9%,1,<0.01,Stormwater,NO,2380,<0.01,0.1%,0.85,0.03,Stormwater,NO,2,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - STORMWATER,PLANT 1 - CHEM WAREHOUSE CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.9%,1,<0.01,Stormwater,NO,2380,<0.01,0.1%,0.85,0.03,Stormwater,NO,2,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,1260,>90%,99.5%,1,0.1,Ultra Low Sulfur Diesel,NO,4742,<0.01,1%,0.84,10,Ultra Low Sulfur Diesel,NO,20,<0.01,YES,4.76,0.14,<0.001,<0.001,<0.001,
10/01/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 776 - LINE DRAIN,OIL,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,2,84,<10%,5.0%,1,24,Crude,NO,16,<0.01,95%,0.79,2400,Crude,NO,238,0.57,NO,0.25,2251.59,<0.001,<0.001,-,
10/01/2012,LV-4,METRO,Metro – East of the ditch AND WBTR Wells Mix,SLOP OIL,PLANT 1 - TANK 4501 - SLOP OIL,YES,TK 4501,NO,NO,25,1050,<10%,5.0%,1,9.12,Slop Oil Tank 20,NO,199,<0.01,95%,0.82,912.33,Slop Oil Tank 20,NO,3085,2.81,NO,3.28,857.71,<0.001,<0.001,-,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,1260,99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,4718,0.05,1%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,40,0.07,YES,4.76,24.15,<0.001,<0.001,-,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.9%,1,<0.01,Stormwater,NO,1587,<0.01,0.1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,ICE ENGINE,NO,NO,60,2520,<10%,5.00%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,477,<0.01,95%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,7588,12.42,NO,8.06,1540.57,0.01,0.01,-,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,55,2310,99%,99.0%,1,4.2,TK-4507 Waste Water Tank,YES,8650,0.04,1%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,73,0.12,YES,8.72,17.9,<0.001,<0.001,<0.001,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,60,2520,>90%,90.00%,1,4.2,TK-4507 Waste Water Tank,YES,8578,0.04,10%,0.85,689.31,TK-4507 Waste Water Tank,NO,810,0.56,YES,9.39,63.32,<0.001,<0.001,<0.001,
10/01/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,60,2520,99%,99.0%,1,4.17,sludge processing,NO,9436,0.04,1%,1.07,417,sludge processing,NO,102,0.04,YES,9.54,8.59,<0.001,<0.001,<0.001,
10/01/2012,LV-1,PLANT 2 - UNIT 310 - LPG & CRUDE LOADING,PLANT 2 - LPG AREA SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,6,252,99%,99.50%,1,0.02,Diesel,NO,948,<0.01,1%,0.86,2,Diesel,NO,4,<0.01,YES,0.95,0.03,<0.001,<0.001,<0.001,
10/01/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,GWTS Tank 6,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,53,2226,99%,99.0%,1,2.17,All Groundwater,YES,8335,0.02,1%,0.77,9614.44,Remediation Oil,YES,65,0.62,YES,8.4,76.49,<0.001,<0.001,-,
10/01/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,14,588,99%,99.5%,1,9.12,Slop Oil Tank 20,NO,2213,0.02,1%,0.82,912.33,Slop Oil Tank 20,NO,9,<0.01,YES,2.22,12.82,<0.001,<0.001,<0.001,
10/02/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 38 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,152,6384,99%,99.5%,1,24,Crude,NO,24026,0.58,1%,0.79,2400,Crude,NO,95,0.23,YES,24.12,33.4,<0.001,<0.001,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,>90%,90.00%,1,2.17,All Groundwater,YES,1430,<0.01,10%,0.77,9614.44,Remediation Oil,YES,123,1.18,YES,1.55,761.05,<0.001,<0.001,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,16,672,<10%,5.00%,1,2.17,All Groundwater,YES,127,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1863,17.91,NO,1.99,9000.53,0.02,0.02,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,11,462,<10%,5.00%,1,2.17,All Groundwater,YES,87,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1281,12.31,NO,1.37,9000.53,0.01,0.01,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,4,168,<10%,5.00%,1,2.17,All Groundwater,YES,32,<0.01,95%,0.77,9614.44,Remediation Oil,YES,466,4.48,NO,0.5,9000.53,<0.001,<0.001,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,11,462,<10%,5.00%,1,2.17,All Groundwater,YES,87,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1281,12.31,NO,1.37,9000.53,0.01,0.01,-,
10/02/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,GWTS Tank 25,GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,7,294,<10%,5.00%,1,2.17,All Groundwater,YES,56,<0.01,95%,0.77,9614.44,Remediation Oil,YES,815,7.84,NO,0.87,9000.53,<0.011,<0.011,-,
10/02/2012,LV-7,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,GWTS Tank 11,GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,6,252,<10%,5.00%,1,2.17,All Groundwater,YES,48,<0.01,95%,0.77,9614.44,Remediation Oil,YES,699,6.72,NO,0.75,9000.53,<0.011,<0.011,-,
10/02/2012,LV-7,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,GWTS Tank 12,GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,6,252,<10%,5.00%,1,2.17,All Groundwater,YES,48,<0.01,95%,0.77,9614.44,Remediation Oil,YES,699,6.72,NO,0.75,9000.53,<0.011,<0.011,-,
10/02/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,ICE ENGINE,NO,NO,180,7560,<10%,5.00%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,1430,0.02,95%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,22764,37.26,NO,24.19,1540.57,0.04,0.04,-,
10/02/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,4,168,<10%,5.00%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,32,<0.01,95%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,506,0.83,NO,0.54,1540.57,<0.001,<0.001,-,
10/02/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 2ND LAGOON,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,50,2100,99%,99.0%,1,<0.01,Fourth Lagoon,YES,7863,<0.01,1%,0.85,<0.01,Fourth Lagoon,YES,68,<0.01,YES,7.93,<0.011,<0.001,<0.001,<0.001,
10/02/2012,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,100,4200,>90%,90.00%,1,11.82,T-101 Underground Storage Tank Aqueous,YES,14297,0.17,10%,0.81,1137.67,T-101 Underground Storage Tank Oil,NO,1291,1.47,YES,15.59,105.09,<0.001,-,-,
10/02/2012,LV-2,METRO,Metro - East of the ditch fuel cell,DIESEL,PLANT 1 - TANK 58,YES,ICE ENGINE,NO,NO,40,1680,10-30%,30.0%,1,2.17,All Groundwater,YES,1906,<0.01,70%,0.77,9614.44,Remediation Oil,YES,3431,32.99,YES,5.34,6181.53,0.03,0.03,-,
10/02/2012,LV-2,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - HYDRO EXCAVATING ROLL OFFS,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1,0.52,Plant 1 Hydroexcavated Material,NO,786,<0.01,1%,0.85,52.28,Plant 1 Hydroexcavated Material,NO,7,<0.01,YES,0.79,0.96,<0.001,<0.001,<0.001,
10/02/2012,LV-2,PLANT 1 - UNIT 035 - FLUID CATALYTIC CRACKER,PLANT 1 - X240 DRAIN AREA,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,99%,99.0%,1,0.35,Condensate,NO,157,<0.01,1%,0.96,35,Condensate,NO,2,<0.01,YES,0.16,0.68,<0.001,<0.001,<0.001,
10/02/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 776 - BLIND REMOVAL,OIL,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,0.5,21,<10%,5.00%,1,24,Crude,NO,4,<0.01,95%,0.79,2400,Crude,NO,60,0.14,NO,0.06,2251.59,<0.001,<0.001,-,
10/02/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,"PLANT 1 - ""A"" LINE ",NAPHTHA AND JET,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,2,84,<10%,5.00%,1,3.2,Naphtha,NO,16,<0.01,95%,0.76,320,Naphtha,NO,229,0.07,NO,0.24,299.46,<0.001,<0.001,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,>90%,90.00%,1,2.17,All Groundwater,YES,1430,<0.01,10%,0.77,9614.44,Remediation Oil,YES,123,1.18,YES,1.55,761.05,<0.001,<0.001,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 32,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,>90%,90.00%,1,2.17,All Groundwater,YES,715,<0.01,10%,0.77,9614.44,Remediation Oil,YES,61,0.59,YES,0.78,761.05,<0.001,<0.001,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,10,420,<10%,5.00%,1,2.17,All Groundwater,YES,79,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1164,11.19,NO,1.24,9000.53,0.01,0.01,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,13,546,<10%,5.00%,1,2.17,All Groundwater,YES,103,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1513,14.55,NO,1.62,9000.53,0.01,0.01,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,15,630,<10%,5.00%,1,2.17,All Groundwater,YES,119,<0.01,95%,0.77,9614.44,Remediation Oil,YES,1746,16.79,NO,1.87,9000.53,0.02,0.02,-,
10/03/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,4,168,<10%,5.00%,1,2.17,All Groundwater,YES,32,<0.01,95%,0.77,9614.44,Remediation Oil,YES,466,4.48,NO,0.5,9000.53,<0.001,<0.001,-,
10/03/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,>90%,99.5%,1,0.02,Diesel,NO,1581,<0.01,1%,0.86,2,Diesel,NO,7,<0.01,YES,1.59,0.03,<0.001,<0.001,<0.001,
10/03/2012,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - AU GAS OIL PAD PUMP CONTAINMENT,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,3,126,99%,99.0%,1,0.05,Gas Oil,NO,472,<0.01,1%,0.85,4.8,Gas Oil,NO,4,<0.01,YES,0.48,0.09,<0.001,<0.001,<0.001,
10/03/2012,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - AU GAS OIL PAD,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,2,84,99%,99.0%,1,0.05,Gas Oil,NO,315,<0.01,1%,0.85,4.8,Gas Oil,NO,3,<0.01,YES,0.32,0.09,<0.001,<0.001,<0.001,
10/03/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,"PLANT 1 - ""A"" LINE ",NAPHTHA AND JET,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,1,42,<10%,5.00%,1,3.2,Naphtha,NO,8,<0.01,95%,0.76,320,Naphtha,NO,115,0.04,NO,0.12,299.46,<0.001,<0.001,-,
10/03/2012,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,>90%,90.00%,1,24,Crude,NO,715,0.02,10%,0.79,2400,Crude,NO,63,0.15,YES,0.78,215.73,<0.001,<0.001,<0.001,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,4,168,99%,99.0%,1,11.82,T-101 Underground Storage Tank Aqueous,YES,629,<0.01,1%,0.81,1137.67,T-101 Underground Storage Tank Oil,NO,5,<0.01,YES,0.63,20.99,<0.001,<0.001,<0.001,
10/03/2012,LV-1,PLANT 2 - UNIT 208 - SATURATED GAS,PLANT 2 - JET FILTERS,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,1,42,99%,99.0%,1,0.6,Jet,NO,157,<0.01,1%,0.79,60,Jet,NO,1,<0.01,YES,0.16,1.07,<0.001,<0.001,-,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 26 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,1,42,99%,99.5%,1,24,Crude,NO,158,<0.01,1%,0.79,2400,Crude,NO,1,<0.01,YES,0.16,33.4,<0.001,<0.001,-,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,2,84,99%,99.5%,1,0.6,Jet,NO,316,<0.01,1%,0.79,60,Jet,NO,1,<0.01,YES,0.32,0.84,<0.001,<0.001,-,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,4,168,99%,99.5%,1,24,Crude,NO,632,0.02,1%,0.79,2400,Crude,NO,3,<0.01,YES,0.63,33.4,<0.001,<0.001,-,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 38 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,1470,99%,99.5%,1,24,Crude,NO,5532,0.13,1%,0.79,2400,Crude,NO,22,0.05,YES,5.55,33.4,<0.001,<0.001,-,
10/03/2012,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,13,546,99%,99.5%,1,24,Crude,NO,2055,0.05,1%,0.79,2400,Crude,NO,8,0.02,YES,2.06,33.4,<0.001,<0.001,-,
10/03/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,3,126,<10%,5.00%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,24,<0.01,95%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,379,0.62,NO,0.4,1540.57,<0.001,<0.001,-,
10/03/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,55,2310,99%,99.0%,1,4.2,TK-4507 Waste Water Tank,YES,8650,0.04,1%,0.84,1636.67,TK-4516 Slop Oil Tank,YES,73,0.12,YES,8.72,17.9,<0.001,<0.001,<0.001,
10/03/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,SCUM AND WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,1050,99%,99.0%,1,<0.01,Stormwater,NO,3932,<0.01,1%,0.85,0.03,Stormwater,NO,34,<0.01,YES,3.97,<0.001,<0.001,<0.001,<0.001,
10/03/2012,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - OLD APIs DISTRIBUTION BAY,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.9%,1,<0.01,Stripped Sour Water,YES,1587,<0.01,0%,0.85,4495.34,Stripped Sour Water Oil,NO,1,<0.01,YES,1.59,3.83,<0.001,<0.001,<0.001,
10/03/2012,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,IRON SCUM,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,80,3360,99%,99.9%,1,2.17,All Groundwater,YES,12696,0.03,0%,0.74,2.17,All Groundwater,YES,9,<0.01,YES,12.71,2.17,<0.001,-,-,
10/04/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,8,336,>90%,90.00%,1,2.17,All Groundwater,YES,1144,<0.01,10%,0.77,9614.44,Remediation Oil,YES,98,0.94,YES,1.24,761.05,<0.001,<0.001,-,
10/04/2012,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,TK 20,NO,NO,18,756,<10%,5.00%,1,2.17,All Groundwater,YES,143,<0.01,95%,0.77,9614.44,Remediation Oil,YES,2096,20.15,NO,2.24,9000.53,0.02,0.02,-,
