,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
Date,Vacuum Truck Number,Unit,Vacuum Truck Movement Description1,Vacuum Truck Material Description,Off-Load Site/Waste Destination,"Controlled
(YES/NO)",Destination Benzene Control Description ,"Double Count 
(YES/NO)","Count in BQ 
(YES/NO)",Total Waste Quantity (BBLS),Total Waste Quantity (Gals),Vac Truck Log Water Content,Water (%)3,Aqu. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference2,"EOL Material
(YES/NO)",Waste Quantity (Kg),Benzene Quantity (Kg),Organic (%),Org. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference2,"EOL Material
(YES/NO)","Waste Quantity 
(Kg)","Benzene Quantity 
(Kg)","Greater than 10% Water
(YES/NO)","Total Waste Quantity 
(Mg/Qtr)","FWA Benzene Conc. 
(ppm)","TOTAL Benzene Quantity 
(Mg/Qtr)","Benzene Quantity NO Double Counts
(Mg/Qtr)",6BQ Quantity (Mg/Qtr),Notes
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,12,504,99%,99.0%,1,<0.01,Fourth Lagoon,NO,"1,887",<0.01,1%,0.85,1.21,Fourth Lagoon,NO,16,<0.01,YES,1.9,0.02,<0.001,<0.001,<0.001,
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,11,462,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,15,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/07/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,30,"1,260",>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,377,3.22,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/07/2013,307162,METRO,recovery systems,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,7,294,99%,99.0%,1,1.88,All Groundwater,NO,"1,101",<0.01,1%,0.79,"8,540",Remediation Oil,YES,9,0.08,YES,1.11,69.55,<0.001,<0.001,<0.001,
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,7,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - GOOD OIL FRAC TANK CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,20,840,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,318,<0.01,90%,0.92,510,TK-4516 Slop Oil Tank,YES,"2,622",1.34,YES,2.94,456.02,<0.001,<0.001,-,
11/07/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,4.17,sludge processing,NO,"2,359",<0.01,1%,1.07,417,sludge processing,NO,26,0.01,YES,2.38,8.59,<0.001,<0.001,<0.001,
11/07/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,20,840,>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,251,2.15,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/07/2013,307164,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,10,420,>90%,90.0%,,34,Denver Truck Terminal Aqueous,YES,#VALUE!,#VALUE!,10%,0.78,"7,530",Denver Truck Terminal Oil,YES,124,0.93,YES,#VALUE!,#VALUE!,#VALUE!,-,-,
11/07/2013,307164,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20,NO,Tank 20,YES,NO,30,"1,260",<10%,10.0%,,34,Denver Truck Terminal Aqueous,YES,#VALUE!,#VALUE!,90%,0.78,"7,530",Denver Truck Terminal Oil,YES,"3,341",25.16,YES,#VALUE!,#VALUE!,#VALUE!,-,-,
11/07/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,35,"1,470",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"5,310",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,210,<0.01,YES,5.52,0.48,<0.001,<0.001,<0.001,
11/07/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,1,42,<10%,10.0%,1,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,
11/07/2013,307164,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"2,359",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,17,0.05,YES,2.38,27.06,<0.001,<0.001,<0.001,
11/07/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,45,"1,890",>90%,95.5%,1,56.2,Debut Gasoline,NO,"6,827",0.38,5%,0.75,"5,620",Debut Gasoline,NO,242,1.36,YES,7.07,246.36,<0.001,<0.001,-,
11/07/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-385 WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,>90%,95.5%,1,0.02,Diesel,NO,303,<0.01,5%,0.86,2,Diesel,NO,12,<0.01,YES,0.32,0.10,<0.001,<0.001,<0.001,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,4.17,sludge processing,NO,"3,145",0.01,1%,1.07,417,sludge processing,NO,34,0.01,YES,3.18,8.59,<0.001,<0.001,<0.001,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513- WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,4.17,sludge processing,NO,"1,573",<0.01,1%,1.07,417,sludge processing,NO,17,<0.01,YES,1.59,8.59,<0.001,<0.001,<0.001,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,80,"3,360",99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"12,581",0.13,1%,0.92,510,TK-4516 Slop Oil Tank,YES,117,0.06,YES,12.7,15.08,<0.001,<0.001,-,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,350,"14,700",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"5,560",0.06,90%,0.92,510,TK-4516 Slop Oil Tank,YES,"45,887",23.4,YES,51.45,456.02,0.02,0.02,-,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,7,294,99%,99.0%,1,<0.01,Stormwater,NO,"1,101",<0.01,1%,0.85,0.03,Stormwater,NO,9,<0.01,YES,1.11,<0.001,<0.001,<0.001,<0.001,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,8,336,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,11,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/08/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,6,252,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,8,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/08/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,40,"1,680",>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,503,4.29,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/08/2013,307162,METRO,recovery system,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,1.88,All Groundwater,NO,"1,573",<0.01,1%,0.79,"8,540",Remediation Oil,YES,13,0.11,YES,1.59,69.55,<0.001,<0.001,<0.001,
11/08/2013,307163,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,65,"2,730",99%,99.0%,,8.5,T-101 Underground Storage Tank Aqueous,YES,#VALUE!,#VALUE!,1%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,89,0.1,YES,#VALUE!,#VALUE!,#VALUE!,-,-,
11/08/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,25,"1,050",>90%,95.5%,1,56.2,Debut Gasoline,NO,"3,793",0.21,5%,0.75,"5,620",Debut Gasoline,NO,134,0.75,YES,3.93,246.36,<0.001,<0.001,-,
11/08/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,99.0%,1,24,Crude,NO,786,0.02,1%,0.79,"2,400",Crude,NO,6,0.02,YES,0.79,42.81,<0.001,<0.001,-,
11/08/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,30,"1,260",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"4,551",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,180,<0.01,YES,4.73,0.48,<0.001,<0.001,<0.001,
11/08/2013,307164,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - AGGREKO FUEL CELL,DIESEL,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,1,42,<10%,10.0%,1,0.02,Diesel,NO,16,<0.01,90%,0.86,2,Diesel,NO,123,<0.01,YES,0.14,1.77,<0.001,<0.001,-,
11/08/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,25,"1,050",>90%,90.0%,1,4.42,"Spider Sump, Aqueous Layer",NO,"3,574",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,317,0.68,YES,3.89,179.43,<0.001,<0.001,-,
11/08/2013,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,"2,520",99%,95.5%,1,24,Crude,NO,"9,103",0.22,5%,0.79,"2,400",Crude,NO,339,0.81,YES,9.44,109.27,<0.001,<0.001,-,
11/08/2013,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,95.5%,1,46.1,Tank 20 Water Draw,NO,"1,517",0.07,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,61,0.35,YES,1.58,266.24,<0.001,<0.001,<0.001,
11/09/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,15,630,70-90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,188,1.61,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/10/2013,307163,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,60,"2,520",99%,99.0%,,8.5,T-101 Underground Storage Tank Aqueous,YES,#VALUE!,#VALUE!,1%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,82,0.09,YES,#VALUE!,#VALUE!,#VALUE!,-,-,
11/10/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,628,5.37,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,30,"1,260",99%,99.0%,1,4.17,sludge processing,NO,"4,718",0.02,1%,1.07,417,sludge processing,NO,51,0.02,YES,4.77,8.59,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513- WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,4.17,sludge processing,NO,"2,359",<0.01,1%,1.07,417,sludge processing,NO,26,0.01,YES,2.38,8.59,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),DEWATERING BOXES IN THE SLUDGE PALACE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,35,"1,470",<10%,95.5%,1,4.17,sludge processing,NO,"5,310",0.02,5%,1.07,417,sludge processing,NO,268,0.11,YES,5.58,24.00,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,25,"1,050",<10%,10.0%,1,4.17,sludge processing,NO,397,<0.01,90%,1.07,417,sludge processing,NO,"3,828",1.6,YES,4.23,378.20,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,20,840,<10%,99.0%,1,4.17,sludge processing,NO,"3,145",0.01,1%,1.07,417,sludge processing,NO,34,0.01,YES,3.18,8.59,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,8,336,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,11,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,1.21,Fourth Lagoon,NO,7,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,7,294,99%,99.0%,1,<0.01,Stormwater,NO,"1,101",<0.01,1%,0.85,0.03,Stormwater,NO,9,<0.01,YES,1.11,<0.001,<0.001,<0.001,<0.001,
11/11/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,4.1,TK-4507 Waste Water Tank,NO,472,<0.01,1%,0.85,512.5,TK-4507 Waste Water Tank,NO,4,<0.01,YES,0.48,8.43,<0.001,<0.001,<0.001,
11/11/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,628,5.37,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/11/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,55,"2,310",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"8,344",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,<0.001,<0.001,
11/11/2013,307164,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,<0.01,Stormwater,NO,315,<0.01,1%,0.85,0.03,Stormwater,NO,3,<0.01,YES,0.32,<0.001,<0.001,<0.001,<0.001,
11/11/2013,307164,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"3,145",0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,23,0.07,YES,3.17,27.06,<0.001,<0.001,<0.001,
11/11/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,40,"1,680",>90%,90.0%,1,4.42,"Spider Sump, Aqueous Layer",NO,"5,719",0.03,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,507,1.09,YES,6.23,179.43,<0.001,<0.001,-,
11/11/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,99.0%,1,24,Crude,NO,786,0.02,1%,0.79,"2,400",Crude,NO,6,0.02,YES,0.79,42.81,<0.001,<0.001,-,
11/11/2013,307164,PLANT 2 - WASTE OIL DRUMS,PLANT 2 - WASTE OIL DRUMS,OIL,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,<10%,10.0%,1,46.1,Tank 20 Water Draw,NO,32,<0.01,90%,0.8,422.67,Slop Oil Tank 20,NO,228,0.1,YES,0.26,376.54,<0.001,<0.001,<0.001,
11/11/2013,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,30,"1,260",99%,95.5%,1,46.1,Tank 20 Water Draw,NO,"4,551",0.21,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,182,1.05,YES,4.73,266.24,<0.001,<0.001,<0.001,
11/11/2013,307167,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,30,"1,260",99%,95.5%,1,24,Crude,NO,"4,551",0.11,5%,0.79,"2,400",Crude,NO,169,0.41,YES,4.72,109.27,<0.001,<0.001,-,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,4.17,sludge processing,NO,"2,359",<0.01,1%,1.07,417,sludge processing,NO,26,0.01,YES,2.38,8.59,<0.001,<0.001,<0.001,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,7,294,>90%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,9,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,13,546,99%,99.0%,1,<0.01,Stormwater,NO,"2,044",<0.01,1%,0.85,0.03,Stormwater,NO,18,<0.01,YES,2.06,<0.001,<0.001,<0.001,<0.001,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,18,756,99%,99.0%,1,<0.01,Fourth Lagoon,NO,"2,831",<0.01,1%,0.85,1.21,Fourth Lagoon,NO,24,<0.01,YES,2.86,0.02,<0.001,<0.001,<0.001,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,8,336,99%,99.0%,,<0.01,Fourth Lagoon,YES,#VALUE!,#VALUE!,1%,0.85,<0.01,Fourth Lagoon,YES,11,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - MORGAN BOX,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,4,168,99%,99.0%,1,<0.01,Stormwater,NO,629,<0.01,1%,0.85,0.03,Stormwater,NO,5,<0.01,YES,0.63,<0.001,<0.001,<0.001,<0.001,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1- CENTRIFUGE SKID AND CONCRETE PAD RINSE DOWN.,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,12,504,99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,887",0.02,1%,0.92,510,TK-4516 Slop Oil Tank,YES,17,<0.01,YES,1.9,15.08,<0.001,<0.001,<0.001,
11/12/2013,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,6,252,<10%,10.0%,1,3.52,TK-60 Equalization Tank Aqueous,NO,95,<0.01,90%,0.85,"1,230",TK-60 Equalization Tank,NO,729,0.9,YES,0.82,"1,088.21",<0.001,<0.001,-,
11/12/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,35,"1,470",>90%,90.0%,,1.22,All Groundwater,YES,#VALUE!,#VALUE!,10%,0.79,"8,540",Remediation Oil,YES,440,3.76,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
11/12/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,40,"1,680",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"6,068",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,240,<0.01,YES,6.31,0.48,<0.001,<0.001,<0.001,
11/12/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,30,"1,260",>90%,90.0%,1,4.42,"Spider Sump, Aqueous Layer",NO,"4,289",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,381,0.82,YES,4.67,179.43,<0.001,<0.001,-,
11/12/2013,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,1,42,<10%,10.0%,1,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,
